datasetID,method,auxData,metric,result
MCATUMOR,SRTsim,ctprop,rmse,0.005644803
MCATUMOR,symsim,ctprop,rmse,0.283985529
MCATUMOR,zinbwave,ctprop,rmse,0.046370774
MCATUMOR,scDesign3_gau(rf),ctprop,rmse,0.051525097
MCATUMOR,scDesign3_nb(rf),ctprop,rmse,0.04320399
MCATUMOR,scDesign3_poi(rf),ctprop,rmse,0.034037447
MCATUMOR,SRTsim(rf),ctprop,rmse,0.007034221
MCORTEX,scDesign2,ctprop,rmse,0.093439549
MCORTEX,scDesign3_gau,ctprop,rmse,0.080760352
MCORTEX,scDesign3_nb,ctprop,rmse,0.077485071
MCORTEX,scDesign3_poi,ctprop,rmse,0.063041615
MCORTEX,SPARsim,ctprop,rmse,0.072389834
MCORTEX,splatter,ctprop,rmse,0.10225643
MCORTEX,SRTsim,ctprop,rmse,0.016550099
MCORTEX,symsim,ctprop,rmse,0.106486992
MCORTEX,zinbwave,ctprop,rmse,0.079965442
MCORTEX,scDesign3_gau(rf),ctprop,rmse,0.080760352
MCORTEX,scDesign3_nb(rf),ctprop,rmse,0.077485071
MCORTEX,scDesign3_poi(rf),ctprop,rmse,0.063041615
MCORTEX,SRTsim(rf),ctprop,rmse,0.015795395
MGASTRULA,scDesign2,ctprop,rmse,0.059569999
MGASTRULA,scDesign3_gau,ctprop,rmse,0.036301058
MGASTRULA,scDesign3_nb,ctprop,rmse,0.035707059
MGASTRULA,scDesign3_poi,ctprop,rmse,0.031823443
MGASTRULA,SPARsim,ctprop,rmse,0.052373815
MGASTRULA,splatter,ctprop,rmse,0.070810321
MGASTRULA,SRTsim,ctprop,rmse,0.006210262
MGASTRULA,symsim,ctprop,rmse,0.112846212
MGASTRULA,zinbwave,ctprop,rmse,0.047837047
MGASTRULA,scDesign3_gau(rf),ctprop,rmse,0.036301058
MGASTRULA,scDesign3_nb(rf),ctprop,rmse,0.035605233
MGASTRULA,scDesign3_poi(rf),ctprop,rmse,0.031823443
MGASTRULA,SRTsim(rf),ctprop,rmse,0.006439327
MOBNEW,scDesign2,ctprop,rmse,0.228852229
MOBNEW,scDesign3_gau,ctprop,rmse,0.178267561
MOBNEW,scDesign3_nb,ctprop,rmse,0.182295912
MOBNEW,scDesign3_poi,ctprop,rmse,0.109334656
MOBNEW,SPARsim,ctprop,rmse,0.097281605
MOBNEW,splatter,ctprop,rmse,0.173728607
MOBNEW,SRTsim,ctprop,rmse,0.018028566
MOBNEW,symsim,ctprop,rmse,0.219042508
MOBNEW,zinbwave,ctprop,rmse,0.144047793
MOBNEW,scDesign3_gau(rf),ctprop,rmse,0.178267561
MOBNEW,scDesign3_nb(rf),ctprop,rmse,0.182295912
MOBNEW,scDesign3_poi(rf),ctprop,rmse,0.109334656
MOBNEW,SRTsim(rf),ctprop,rmse,0.018838029
MUSCLE,scDesign2,ctprop,rmse,0.043679531
MUSCLE,scDesign3_gau,ctprop,rmse,0.052645275
MUSCLE,scDesign3_nb,ctprop,rmse,0.040136246
MUSCLE,scDesign3_poi,ctprop,rmse,0.030999432
MUSCLE,SPARsim,ctprop,rmse,0.059411537
MUSCLE,splatter,ctprop,rmse,0.193448882
MUSCLE,SRTsim,ctprop,rmse,0.005597972
MUSCLE,symsim,ctprop,rmse,0.167586974
MUSCLE,zinbwave,ctprop,rmse,0.026791055
MUSCLE,scDesign3_gau(rf),ctprop,rmse,0.052645275
MUSCLE,scDesign3_nb(rf),ctprop,rmse,0.040136246
MUSCLE,scDesign3_poi(rf),ctprop,rmse,0.030999432
MUSCLE,SRTsim(rf),ctprop,rmse,0.006786723
PDAC,scDesign2,ctprop,rmse,0.125474133
PDAC,scDesign3_gau,ctprop,rmse,0.130326087
PDAC,scDesign3_nb,ctprop,rmse,0.11593442
PDAC,scDesign3_poi,ctprop,rmse,0.111259455
PDAC,SPARsim,ctprop,rmse,0.124961669
PDAC,splatter,ctprop,rmse,0.144718581
PDAC,SRTsim,ctprop,rmse,0.112208339
PDAC,symsim,ctprop,rmse,0.137379508
PDAC,zinbwave,ctprop,rmse,0.132070522
PDAC,scDesign3_gau(rf),ctprop,rmse,0.130326087
PDAC,scDesign3_nb(rf),ctprop,rmse,0.11593442
PDAC,scDesign3_poi(rf),ctprop,rmse,0.111259455
PDAC,SRTsim(rf),ctprop,rmse,0.112906034
BREAST,scDesign2,ctprop,jsd,0.15094302
BREAST,scDesign3_gau,ctprop,jsd,0.078234364
BREAST,scDesign3_nb,ctprop,jsd,0.067348797
BREAST,scDesign3_poi,ctprop,jsd,0.050709367
BREAST,SPARsim,ctprop,jsd,0.297100753
BREAST,splatter,ctprop,jsd,0.191207013
BREAST,SRTsim,ctprop,jsd,0.065818438
BREAST,symsim,ctprop,jsd,0.225251201
BREAST,zinbwave,ctprop,jsd,0.063444198
BREAST,scDesign3_gau(rf),ctprop,jsd,0.078234364
BREAST,scDesign3_nb(rf),ctprop,jsd,0.067348797
BREAST,scDesign3_poi(rf),ctprop,jsd,0.050709367
BREAST,SRTsim(rf),ctprop,jsd,0.002670892
HOSTEOSARCOMA,scDesign2,ctprop,jsd,0.11627531
HOSTEOSARCOMA,scDesign3_gau,ctprop,jsd,0.124260645
HOSTEOSARCOMA,scDesign3_nb,ctprop,jsd,0.103547823
HOSTEOSARCOMA,scDesign3_poi,ctprop,jsd,0.045709457
HOSTEOSARCOMA,SPARsim,ctprop,jsd,0.065570874
HOSTEOSARCOMA,splatter,ctprop,jsd,0.320149137
HOSTEOSARCOMA,SRTsim,ctprop,jsd,0.001938791
HOSTEOSARCOMA,symsim,ctprop,jsd,0.330653307
HOSTEOSARCOMA,zinbwave,ctprop,jsd,0.08323411
HOSTEOSARCOMA,scDesign3_gau(rf),ctprop,jsd,0.124260645
HOSTEOSARCOMA,scDesign3_nb(rf),ctprop,jsd,0.103547823
HOSTEOSARCOMA,scDesign3_poi(rf),ctprop,jsd,0.045709457
HOSTEOSARCOMA,SRTsim(rf),ctprop,jsd,0.001242814
HPROSTATE,scDesign2,ctprop,jsd,0.317510197
HPROSTATE,scDesign3_gau,ctprop,jsd,0.414596191
HPROSTATE,scDesign3_nb,ctprop,jsd,0.321062199
HPROSTATE,scDesign3_poi,ctprop,jsd,0.29016167
HPROSTATE,SPARsim,ctprop,jsd,0.491772924
HPROSTATE,splatter,ctprop,jsd,0.799686682
HPROSTATE,SRTsim,ctprop,jsd,0.238996675
HPROSTATE,symsim,ctprop,jsd,0.872003707
HPROSTATE,zinbwave,ctprop,jsd,0.232608419
HPROSTATE,scDesign3_gau(rf),ctprop,jsd,0.414596191
HPROSTATE,scDesign3_nb(rf),ctprop,jsd,0.321062199
HPROSTATE,scDesign3_poi(rf),ctprop,jsd,0.29016167
HPROSTATE,SRTsim(rf),ctprop,jsd,0.229011972
MBRAIN,scDesign2,ctprop,jsd,0.273295981
MBRAIN,scDesign3_gau,ctprop,jsd,0.458878095
MBRAIN,scDesign3_nb,ctprop,jsd,0.30883013
MBRAIN,scDesign3_poi,ctprop,jsd,0.265336613
MBRAIN,SPARsim,ctprop,jsd,0.322438727
MBRAIN,splatter,ctprop,jsd,0.721467919
MBRAIN,SRTsim,ctprop,jsd,0.038753238
MBRAIN,symsim,ctprop,jsd,0.612264551
MBRAIN,zinbwave,ctprop,jsd,0.212231518
MBRAIN,scDesign3_gau(rf),ctprop,jsd,0.458878095
MBRAIN,scDesign3_nb(rf),ctprop,jsd,0.30871056
MBRAIN,scDesign3_poi(rf),ctprop,jsd,0.265336613
MBRAIN,SRTsim(rf),ctprop,jsd,0.108248868
MCATUMOR,scDesign2,ctprop,jsd,0.043968277
MCATUMOR,scDesign3_gau,ctprop,jsd,0.03168464
MCATUMOR,scDesign3_nb,ctprop,jsd,0.021505714
MCATUMOR,scDesign3_poi,ctprop,jsd,0.013298786
MCATUMOR,SPARsim,ctprop,jsd,0.030699821
MCATUMOR,splatter,ctprop,jsd,0.478994536
MCATUMOR,SRTsim,ctprop,jsd,0.000596623
MCATUMOR,symsim,ctprop,jsd,0.48773746
MCATUMOR,zinbwave,ctprop,jsd,0.024407326
MCATUMOR,scDesign3_gau(rf),ctprop,jsd,0.03168464
MCATUMOR,scDesign3_nb(rf),ctprop,jsd,0.021505714
MCATUMOR,scDesign3_poi(rf),ctprop,jsd,0.013298786
MCATUMOR,SRTsim(rf),ctprop,jsd,0.000772265
MCORTEX,scDesign2,ctprop,jsd,0.344360325
MCORTEX,scDesign3_gau,ctprop,jsd,0.289732056
MCORTEX,scDesign3_nb,ctprop,jsd,0.273589053
MCORTEX,scDesign3_poi,ctprop,jsd,0.198849747
MCORTEX,SPARsim,ctprop,jsd,0.255173429
MCORTEX,splatter,ctprop,jsd,0.424368674
MCORTEX,SRTsim,ctprop,jsd,0.018008495
MCORTEX,symsim,ctprop,jsd,0.469911856
MCORTEX,zinbwave,ctprop,jsd,0.270155843
MCORTEX,scDesign3_gau(rf),ctprop,jsd,0.289732056
MCORTEX,scDesign3_nb(rf),ctprop,jsd,0.273589053
MCORTEX,scDesign3_poi(rf),ctprop,jsd,0.198849747
MCORTEX,SRTsim(rf),ctprop,jsd,0.014233461
MGASTRULA,scDesign2,ctprop,jsd,0.264182818
MGASTRULA,scDesign3_gau,ctprop,jsd,0.140996332
MGASTRULA,scDesign3_nb,ctprop,jsd,0.13269755
MGASTRULA,scDesign3_poi,ctprop,jsd,0.109920458
MGASTRULA,SPARsim,ctprop,jsd,0.229773927
MGASTRULA,splatter,ctprop,jsd,0.365358992
MGASTRULA,SRTsim,ctprop,jsd,0.006130933
MGASTRULA,symsim,ctprop,jsd,0.623742761
MGASTRULA,zinbwave,ctprop,jsd,0.205734219
MGASTRULA,scDesign3_gau(rf),ctprop,jsd,0.140996332
MGASTRULA,scDesign3_nb(rf),ctprop,jsd,0.132063417
MGASTRULA,scDesign3_poi(rf),ctprop,jsd,0.109920458
MGASTRULA,SRTsim(rf),ctprop,jsd,0.005956812
MOBNEW,scDesign2,ctprop,jsd,0.167741291
MOBNEW,scDesign3_gau,ctprop,jsd,0.103983529
MOBNEW,scDesign3_nb,ctprop,jsd,0.104287379
MOBNEW,scDesign3_poi,ctprop,jsd,0.040152869
MOBNEW,SPARsim,ctprop,jsd,0.035552398
MOBNEW,splatter,ctprop,jsd,0.113141193
MOBNEW,SRTsim,ctprop,jsd,0.001372257
MOBNEW,symsim,ctprop,jsd,0.15645108
MOBNEW,zinbwave,ctprop,jsd,0.081105385
MOBNEW,scDesign3_gau(rf),ctprop,jsd,0.103983529
MOBNEW,scDesign3_nb(rf),ctprop,jsd,0.104287379
MOBNEW,scDesign3_poi(rf),ctprop,jsd,0.040152869
MOBNEW,SRTsim(rf),ctprop,jsd,0.001416393
MUSCLE,scDesign2,ctprop,jsd,0.099323301
MUSCLE,scDesign3_gau,ctprop,jsd,0.131832883
MUSCLE,scDesign3_nb,ctprop,jsd,0.089566549
MUSCLE,scDesign3_poi,ctprop,jsd,0.051718607
MUSCLE,SPARsim,ctprop,jsd,0.152114406
MUSCLE,splatter,ctprop,jsd,0.851538767
MUSCLE,SRTsim,ctprop,jsd,0.00323495
MUSCLE,symsim,ctprop,jsd,0.797460797
MUSCLE,zinbwave,ctprop,jsd,0.045258516
MUSCLE,scDesign3_gau(rf),ctprop,jsd,0.131832883
MUSCLE,scDesign3_nb(rf),ctprop,jsd,0.089566549
MUSCLE,scDesign3_poi(rf),ctprop,jsd,0.051718607
MUSCLE,SRTsim(rf),ctprop,jsd,0.003588539
PDAC,scDesign2,ctprop,jsd,0.543284381
PDAC,scDesign3_gau,ctprop,jsd,0.57873538
PDAC,scDesign3_nb,ctprop,jsd,0.50417845
PDAC,scDesign3_poi,ctprop,jsd,0.471380659
PDAC,SPARsim,ctprop,jsd,0.536690038
PDAC,splatter,ctprop,jsd,0.742167138
PDAC,SRTsim,ctprop,jsd,0.460621436
PDAC,symsim,ctprop,jsd,0.700762487
PDAC,zinbwave,ctprop,jsd,0.550864492
PDAC,scDesign3_gau(rf),ctprop,jsd,0.57873538
PDAC,scDesign3_nb(rf),ctprop,jsd,0.50417845
PDAC,scDesign3_poi(rf),ctprop,jsd,0.471380659
PDAC,SRTsim(rf),ctprop,jsd,0.483326678
HOSTEOSARCOMA,scDesign2,svg,recall,0.617486339
HOSTEOSARCOMA,scDesign3_gau,svg,recall,0.661202186
HOSTEOSARCOMA,scDesign3_nb,svg,recall,0.841530055
HOSTEOSARCOMA,scDesign3_poi,svg,recall,1
HOSTEOSARCOMA,SPARsim,svg,recall,0
HOSTEOSARCOMA,splatter,svg,recall,0.027322404
HOSTEOSARCOMA,SRTsim,svg,recall,0.890710383
HOSTEOSARCOMA,symsim,svg,recall,0
HOSTEOSARCOMA,zinbwave,svg,recall,0
HOSTEOSARCOMA,scDesign3_gau(rf),svg,recall,0.661202186
HOSTEOSARCOMA,scDesign3_nb(rf),svg,recall,0.841530055
HOSTEOSARCOMA,scDesign3_poi(rf),svg,recall,1
HOSTEOSARCOMA,SRTsim(rf),svg,recall,0.945355191
HPROSTATE,scDesign2,svg,recall,0
HPROSTATE,scDesign3_gau,svg,recall,0.615384615
HPROSTATE,scDesign3_nb,svg,recall,0.615384615
HPROSTATE,scDesign3_poi,svg,recall,0.758241758
HPROSTATE,SPARsim,svg,recall,0.230769231
HPROSTATE,splatter,svg,recall,0
HPROSTATE,SRTsim,svg,recall,0.571428571
HPROSTATE,symsim,svg,recall,0.043956044
HPROSTATE,zinbwave,svg,recall,0.582417582
HPROSTATE,scDesign3_gau(rf),svg,recall,0.615384615
HPROSTATE,scDesign3_nb(rf),svg,recall,0.615384615
HPROSTATE,scDesign3_poi(rf),svg,recall,0.758241758
HPROSTATE,SRTsim(rf),svg,recall,0.549450549
MCATUMOR,scDesign2,svg,recall,0
MCATUMOR,scDesign3_gau,svg,recall,0.987164527
MCATUMOR,scDesign3_nb,svg,recall,0.988331389
MCATUMOR,scDesign3_poi,svg,recall,0.994165694
MCATUMOR,SPARsim,svg,recall,0.976662777
MCATUMOR,splatter,svg,recall,0.995332555
MCATUMOR,SRTsim,svg,recall,0.987164527
MCATUMOR,symsim,svg,recall,0.84714119
MCATUMOR,zinbwave,svg,recall,0.974329055
MCATUMOR,scDesign3_gau(rf),svg,recall,0.987164527
MCATUMOR,scDesign3_nb(rf),svg,recall,0.988331389
MCATUMOR,scDesign3_poi(rf),svg,recall,0.994165694
MCATUMOR,SRTsim(rf),svg,recall,0.996499417
MCORTEX,scDesign2,svg,recall,0.409313725
MCORTEX,scDesign3_gau,svg,recall,0.742647059
MCORTEX,scDesign3_nb,svg,recall,0.786764706
MCORTEX,scDesign3_poi,svg,recall,0.960784314
MCORTEX,SPARsim,svg,recall,0.541666667
MCORTEX,splatter,svg,recall,0.191176471
MCORTEX,SRTsim,svg,recall,0.87745098
MCORTEX,symsim,svg,recall,0.093137255
MCORTEX,zinbwave,svg,recall,0.512254902
MCORTEX,scDesign3_gau(rf),svg,recall,0.742647059
MCORTEX,scDesign3_nb(rf),svg,recall,0.786764706
MCORTEX,scDesign3_poi(rf),svg,recall,0.960784314
MCORTEX,SRTsim(rf),svg,recall,0.882352941
MGASTRULA,scDesign2,svg,recall,0.882857143
MGASTRULA,scDesign3_gau,svg,recall,0.988571429
MGASTRULA,scDesign3_nb,svg,recall,1
MGASTRULA,scDesign3_poi,svg,recall,1
MGASTRULA,SPARsim,svg,recall,0.82
MGASTRULA,splatter,svg,recall,0.94
MGASTRULA,SRTsim,svg,recall,0.997142857
MGASTRULA,symsim,svg,recall,0.32
MGASTRULA,zinbwave,svg,recall,0.637142857
MGASTRULA,scDesign3_gau(rf),svg,recall,0.988571429
MGASTRULA,scDesign3_nb(rf),svg,recall,1
MGASTRULA,scDesign3_poi(rf),svg,recall,1
MGASTRULA,SRTsim(rf),svg,recall,1
MOBNEW,scDesign2,svg,recall,0.739130435
MOBNEW,scDesign3_gau,svg,recall,0.826086957
MOBNEW,scDesign3_nb,svg,recall,0.652173913
MOBNEW,scDesign3_poi,svg,recall,0.913043478
MOBNEW,SPARsim,svg,recall,0.695652174
MOBNEW,splatter,svg,recall,0.391304348
MOBNEW,SRTsim,svg,recall,0.869565217
MOBNEW,symsim,svg,recall,0.086956522
MOBNEW,zinbwave,svg,recall,0.043478261
MOBNEW,scDesign3_gau(rf),svg,recall,0.826086957
MOBNEW,scDesign3_nb(rf),svg,recall,0.652173913
MOBNEW,scDesign3_poi(rf),svg,recall,0.913043478
MOBNEW,SRTsim(rf),svg,recall,0.913043478
MUSCLE,scDesign2,svg,recall,0
MUSCLE,scDesign3_gau,svg,recall,0
MUSCLE,scDesign3_nb,svg,recall,0
MUSCLE,scDesign3_poi,svg,recall,0
MUSCLE,SPARsim,svg,recall,0
MUSCLE,splatter,svg,recall,0
MUSCLE,SRTsim,svg,recall,0
MUSCLE,symsim,svg,recall,0
MUSCLE,zinbwave,svg,recall,0
MUSCLE,scDesign3_gau(rf),svg,recall,0
MUSCLE,scDesign3_nb(rf),svg,recall,0
MUSCLE,scDesign3_poi(rf),svg,recall,0
MUSCLE,SRTsim(rf),svg,recall,0
PDAC,scDesign2,svg,recall,0.786842105
PDAC,scDesign3_gau,svg,recall,0.989473684
PDAC,scDesign3_nb,svg,recall,0.813157895
PDAC,scDesign3_poi,svg,recall,0.871052632
PDAC,SPARsim,svg,recall,0.642105263
PDAC,splatter,svg,recall,0.136842105
PDAC,SRTsim,svg,recall,0.844736842
PDAC,symsim,svg,recall,0.615789474
PDAC,zinbwave,svg,recall,0.860526316
PDAC,scDesign3_gau(rf),svg,recall,0.989473684
PDAC,scDesign3_nb(rf),svg,recall,0.813157895
PDAC,scDesign3_poi(rf),svg,recall,0.871052632
PDAC,SRTsim(rf),svg,recall,0.918421053
BREAST,scDesign2,svg,precision,0.893660532
BREAST,scDesign3_gau,svg,precision,0.939958592
BREAST,scDesign3_nb,svg,precision,0.946169772
BREAST,scDesign3_poi,svg,precision,0.88657845
BREAST,SPARsim,svg,precision,0.839816934
BREAST,splatter,svg,precision,0.47309417
BREAST,SRTsim,svg,precision,0.966873706
BREAST,symsim,svg,precision,0.372093023
BREAST,zinbwave,svg,precision,0.939732143
BREAST,scDesign3_gau(rf),svg,precision,0.939958592
BREAST,scDesign3_nb(rf),svg,precision,0.946169772
BREAST,scDesign3_poi(rf),svg,precision,0.88657845
BREAST,SRTsim(rf),svg,precision,0.991507431
HOSTEOSARCOMA,scDesign2,svg,precision,0.243010753
HOSTEOSARCOMA,scDesign3_gau,svg,precision,0.584541063
HOSTEOSARCOMA,scDesign3_nb,svg,precision,0.425414365
HOSTEOSARCOMA,scDesign3_poi,svg,precision,0.237971391
HOSTEOSARCOMA,SPARsim,svg,precision,0
HOSTEOSARCOMA,splatter,svg,precision,0.3125
HOSTEOSARCOMA,SRTsim,svg,precision,0.799019608
HOSTEOSARCOMA,symsim,svg,precision,0
HOSTEOSARCOMA,zinbwave,svg,precision,0
HOSTEOSARCOMA,scDesign3_gau(rf),svg,precision,0.584541063
HOSTEOSARCOMA,scDesign3_nb(rf),svg,precision,0.425414365
HOSTEOSARCOMA,scDesign3_poi(rf),svg,precision,0.237971391
HOSTEOSARCOMA,SRTsim(rf),svg,precision,0.812206573
HPROSTATE,scDesign2,svg,precision,0
HPROSTATE,scDesign3_gau,svg,precision,0.854961832
HPROSTATE,scDesign3_nb,svg,precision,0.708860759
HPROSTATE,scDesign3_poi,svg,precision,0.754098361
HPROSTATE,SPARsim,svg,precision,0.403846154
HPROSTATE,splatter,svg,precision,0
HPROSTATE,SRTsim,svg,precision,0.881355932
HPROSTATE,symsim,svg,precision,0.163265306
HPROSTATE,zinbwave,svg,precision,0.658385093
HPROSTATE,scDesign3_gau(rf),svg,precision,0.854961832
HPROSTATE,scDesign3_nb(rf),svg,precision,0.708860759
HPROSTATE,scDesign3_poi(rf),svg,precision,0.754098361
HPROSTATE,SRTsim(rf),svg,precision,0.925925926
MCATUMOR,scDesign2,svg,precision,0
MCATUMOR,scDesign3_gau,svg,precision,0.984866123
MCATUMOR,scDesign3_nb,svg,precision,0.981460023
MCATUMOR,scDesign3_poi,svg,precision,0.970387244
MCATUMOR,SPARsim,svg,precision,0.982394366
MCATUMOR,splatter,svg,precision,0.856425703
MCATUMOR,SRTsim,svg,precision,0.989473684
MCATUMOR,symsim,svg,precision,0.853113984
MCATUMOR,zinbwave,svg,precision,0.976608187
MCATUMOR,scDesign3_gau(rf),svg,precision,0.984866123
MCATUMOR,scDesign3_nb(rf),svg,precision,0.981460023
MCATUMOR,scDesign3_poi(rf),svg,precision,0.970387244
MCATUMOR,SRTsim(rf),svg,precision,0.993023256
MCORTEX,scDesign2,svg,precision,0.759090909
MCORTEX,scDesign3_gau,svg,precision,0.875722543
MCORTEX,scDesign3_nb,svg,precision,0.808564232
MCORTEX,scDesign3_poi,svg,precision,0.6272
MCORTEX,SPARsim,svg,precision,0.697160883
MCORTEX,splatter,svg,precision,0.410526316
MCORTEX,SRTsim,svg,precision,0.917948718
MCORTEX,symsim,svg,precision,0.452380952
MCORTEX,zinbwave,svg,precision,0.629518072
MCORTEX,scDesign3_gau(rf),svg,precision,0.875722543
MCORTEX,scDesign3_nb(rf),svg,precision,0.808564232
MCORTEX,scDesign3_poi(rf),svg,precision,0.6272
MCORTEX,SRTsim(rf),svg,precision,0.967741935
MGASTRULA,scDesign2,svg,precision,0.996774194
MGASTRULA,scDesign3_gau,svg,precision,1
MGASTRULA,scDesign3_nb,svg,precision,1
MGASTRULA,scDesign3_poi,svg,precision,1
MGASTRULA,SPARsim,svg,precision,0.996527778
MGASTRULA,splatter,svg,precision,0.996969697
MGASTRULA,SRTsim,svg,precision,0.997142857
MGASTRULA,symsim,svg,precision,1
MGASTRULA,zinbwave,svg,precision,0.995535714
MGASTRULA,scDesign3_gau(rf),svg,precision,1
MGASTRULA,scDesign3_nb(rf),svg,precision,1
MGASTRULA,scDesign3_poi(rf),svg,precision,1
MGASTRULA,SRTsim(rf),svg,precision,0.997150997
MOBNEW,scDesign2,svg,precision,0.382022472
MOBNEW,scDesign3_gau,svg,precision,0.904761905
MOBNEW,scDesign3_nb,svg,precision,0.967741935
MOBNEW,scDesign3_poi,svg,precision,0.646153846
MOBNEW,SPARsim,svg,precision,0.842105263
MOBNEW,splatter,svg,precision,0.310344828
MOBNEW,SRTsim,svg,precision,0.869565217
MOBNEW,symsim,svg,precision,0.5
MOBNEW,zinbwave,svg,precision,0.666666667
MOBNEW,scDesign3_gau(rf),svg,precision,0.904761905
MOBNEW,scDesign3_nb(rf),svg,precision,0.967741935
MOBNEW,scDesign3_poi(rf),svg,precision,0.646153846
MOBNEW,SRTsim(rf),svg,precision,0.954545455
MUSCLE,scDesign2,svg,precision,0
MUSCLE,scDesign3_gau,svg,precision,0
MUSCLE,scDesign3_nb,svg,precision,0
MUSCLE,scDesign3_poi,svg,precision,0
MUSCLE,SPARsim,svg,precision,0
MUSCLE,splatter,svg,precision,0
MUSCLE,SRTsim,svg,precision,0
MUSCLE,symsim,svg,precision,0
MUSCLE,zinbwave,svg,precision,0
MUSCLE,scDesign3_gau(rf),svg,precision,0
MUSCLE,scDesign3_nb(rf),svg,precision,0
MUSCLE,scDesign3_poi(rf),svg,precision,0
MUSCLE,SRTsim(rf),svg,precision,0
PDAC,scDesign2,svg,precision,0.856733524
PDAC,scDesign3_gau,svg,precision,0.705440901
PDAC,scDesign3_nb,svg,precision,0.908823529
PDAC,scDesign3_poi,svg,precision,0.914364641
PDAC,SPARsim,svg,precision,0.917293233
PDAC,splatter,svg,precision,0.390977444
PDAC,SRTsim,svg,precision,0.838120104
PDAC,symsim,svg,precision,0.376205788
PDAC,zinbwave,svg,precision,0.760465116
PDAC,scDesign3_gau(rf),svg,precision,0.705440901
PDAC,scDesign3_nb(rf),svg,precision,0.908823529
PDAC,scDesign3_poi(rf),svg,precision,0.914364641
PDAC,SRTsim(rf),svg,precision,0.938172043
BREAST,scDesign2,crosscor,cosine,0.910941114
BREAST,scDesign3_gau,crosscor,cosine,0.844912877
BREAST,scDesign3_nb,crosscor,cosine,0.979914187
BREAST,scDesign3_poi,crosscor,cosine,0.98312562
BREAST,SPARsim,crosscor,cosine,0.511284624
BREAST,splatter,crosscor,cosine,0.501770804
BREAST,SRTsim,crosscor,cosine,0.995144529
BREAST,symsim,crosscor,cosine,0.503505823
BREAST,zinbwave,crosscor,cosine,0.849291784
BREAST,scDesign3_gau(rf),crosscor,cosine,0.844912877
BREAST,scDesign3_nb(rf),crosscor,cosine,0.979914187
BREAST,scDesign3_poi(rf),crosscor,cosine,0.98312562
BREAST,SRTsim(rf),crosscor,cosine,0.997542913
HOSTEOSARCOMA,scDesign2,crosscor,cosine,0.705946823
HOSTEOSARCOMA,scDesign3_gau,crosscor,cosine,0.775671368
HOSTEOSARCOMA,scDesign3_nb,crosscor,cosine,0.83555747
HOSTEOSARCOMA,scDesign3_poi,crosscor,cosine,0.927027202
HOSTEOSARCOMA,SPARsim,crosscor,cosine,0.6463719
HOSTEOSARCOMA,splatter,crosscor,cosine,0.504904192
HOSTEOSARCOMA,SRTsim,crosscor,cosine,0.976631334
HOSTEOSARCOMA,symsim,crosscor,cosine,0.487147068
HOSTEOSARCOMA,zinbwave,crosscor,cosine,0.595481952
HOSTEOSARCOMA,scDesign3_gau(rf),crosscor,cosine,0.775671368
HOSTEOSARCOMA,scDesign3_nb(rf),crosscor,cosine,0.83555747
HOSTEOSARCOMA,scDesign3_poi(rf),crosscor,cosine,0.927027202
HOSTEOSARCOMA,SRTsim(rf),crosscor,cosine,0.984764361
HPROSTATE,scDesign2,crosscor,cosine,0.505356101
HPROSTATE,scDesign3_gau,crosscor,cosine,0.529710393
HPROSTATE,scDesign3_nb,crosscor,cosine,0.657497453
HPROSTATE,scDesign3_poi,crosscor,cosine,0.75132838
HPROSTATE,SPARsim,crosscor,cosine,0.577169007
HPROSTATE,splatter,crosscor,cosine,0.545406315
HPROSTATE,SRTsim,crosscor,cosine,0.732768488
HPROSTATE,symsim,crosscor,cosine,0.539286963
HPROSTATE,zinbwave,crosscor,cosine,0.651651723
HPROSTATE,scDesign3_gau(rf),crosscor,cosine,0.529710393
HPROSTATE,scDesign3_nb(rf),crosscor,cosine,0.657497453
HPROSTATE,scDesign3_poi(rf),crosscor,cosine,0.75132838
HPROSTATE,SRTsim(rf),crosscor,cosine,0.837859459
MBRAIN,scDesign2,crosscor,cosine,0.459139574
MBRAIN,scDesign3_gau,crosscor,cosine,0.530386564
MBRAIN,scDesign3_nb,crosscor,cosine,0.543683231
MBRAIN,scDesign3_poi,crosscor,cosine,0.559724011
MBRAIN,SPARsim,crosscor,cosine,0.506575577
MBRAIN,splatter,crosscor,cosine,0.499163982
MBRAIN,SRTsim,crosscor,cosine,0.942479904
MBRAIN,symsim,crosscor,cosine,0.502881172
MBRAIN,zinbwave,crosscor,cosine,0.49864113
MBRAIN,scDesign3_gau(rf),crosscor,cosine,0.530386564
MBRAIN,scDesign3_nb(rf),crosscor,cosine,0.544577441
MBRAIN,scDesign3_poi(rf),crosscor,cosine,0.559724011
MBRAIN,SRTsim(rf),crosscor,cosine,0.954634822
MCATUMOR,scDesign2,crosscor,cosine,0.470572866
MCATUMOR,scDesign3_gau,crosscor,cosine,0.791295907
MCATUMOR,scDesign3_nb,crosscor,cosine,0.925681029
MCATUMOR,scDesign3_poi,crosscor,cosine,0.923163704
MCATUMOR,SPARsim,crosscor,cosine,0.938943153
MCATUMOR,splatter,crosscor,cosine,0.503856383
MCATUMOR,SRTsim,crosscor,cosine,0.934207476
MCATUMOR,symsim,crosscor,cosine,0.551993005
MCATUMOR,zinbwave,crosscor,cosine,0.775377717
MCATUMOR,scDesign3_gau(rf),crosscor,cosine,0.791295907
